Gene,Contrast,Estimate,Pr(>|t|),FDR
GIGYF2,Brain - Breast,-2.110068175,0.226494423,0.757130824
RNF185,Brain - Breast,-1.716658315,0.225871339,0.757130824
SLC1A5,Brain - Breast,-1.943432773,0.227132872,0.757130824
PTPN3,Brain - Breast,2.293719038,0.224294372,0.757130824
FLNB,Brain - Breast,1.682539604,0.22362573,0.757130824
PGM1,Brain - Breast,-2.267309418,0.225245757,0.757130824
BCL7B,Brain - Breast,1.445611301,0.224114232,0.757130824
TMEM147,Brain - Breast,-1.610421918,0.226574953,0.757130824
GAK,Brain - Breast,-1.556745691,0.224536767,0.757130824
GOT1,Brain - Breast,-2.254740997,0.226964251,0.757130824
PTPN12,Brain - Breast,-1.756317826,0.226693453,0.757130824
TYK2,Brain - Breast,-1.50008733,0.225516884,0.757130824
EIF2B5,Brain - Breast,1.901475307,0.225335787,0.757130824
FCGRT,Brain - Breast,-1.399928259,0.223571507,0.757130824
TM4SF4,Brain - Breast,0.837556362,0.224398672,0.757130824
CSF1R,Brain - Breast,-1.741302147,0.225116958,0.757130824
MCAM,Brain - Breast,-1.460379795,0.224950409,0.757130824
CBX1,Brain - Breast,1.759512553,0.224614916,0.757130824
TMF1,Brain - Breast,-1.793651674,0.225036235,0.757130824
MRPS28,Brain - Breast,2.095854567,0.226645296,0.757130824
EIF2AK1,Brain - Breast,-1.097376104,0.225674558,0.757130824
PPIP5K2,Brain - Breast,-1.606901508,0.226623381,0.757130824
POLDIP2,Brain - Breast,-1.386798281,0.226979344,0.757130824
SIRT7,Brain - Breast,-1.889679366,0.226447562,0.757130824
USP18,Brain - Breast,-1.497649502,0.223990057,0.757130824
PARP14,Brain - Breast,-0.882291125,0.227192157,0.757130824
COMMD8,Brain - Breast,-2.121475494,0.225873036,0.757130824
RNF31,Brain - Breast,1.951347465,0.224110343,0.757130824
LUC7L,Brain - Breast,-1.756528187,0.22482278,0.757130824
TMEM140,Brain - Breast,-1.976482892,0.225616302,0.757130824
SMURF2,Brain - Breast,-1.681962646,0.224125841,0.757130824
CARD19,Brain - Breast,-1.827288997,0.227099641,0.757130824
DCTN3,Brain - Breast,-1.615324653,0.224181564,0.757130824
SESN3,Brain - Breast,-2.056380977,0.223667548,0.757130824
SRSF3,Brain - Breast,-1.155334269,0.223430469,0.757130824
IRF3,Brain - Breast,-1.239122242,0.227413487,0.757515594
PET100,Brain - Breast,-0.992358612,0.227688781,0.757573564
ANAPC5,Brain - Breast,1.377960977,0.227748531,0.757573564
C6orf62,Brain - Breast,0.276407254,0.227635455,0.757573564
ATG13,Brain - Breast,-1.236236524,0.227872882,0.757596024
GPRC5A,Brain - Breast,2.50947463,0.228021097,0.757596024
RBM3,Brain - Breast,-1.0487409,0.228072933,0.757596024
CDK4,Brain - Breast,-1.729991677,0.228540602,0.758411586
ILVBL,Brain - Breast,-1.903617751,0.22848488,0.758411586
H2BC6,Brain - Breast,-1.867827131,0.228636449,0.758411586
RAF1,Brain - Breast,-1.432770074,0.22877137,0.758507483
CBFB,Brain - Breast,1.541024916,0.229012016,0.75895367
HUWE1,Brain - Breast,-1.433582982,0.229477546,0.759441185
UBALD2,Brain - Breast,-1.211476054,0.229369096,0.759441185
SEC22B,Brain - Breast,-1.887195134,0.229376715,0.759441185
DAPK1,Brain - Breast,-2.114741884,0.229807687,0.759830871
EIF3G,Brain - Breast,-1.543763352,0.229780626,0.759830871
NECAP2,Brain - Breast,-1.790580655,0.230109285,0.760476646
RHOQ,Brain - Breast,-0.680196829,0.230281444,0.760544108
FIBP,Brain - Breast,1.800577442,0.23034229,0.760544108
ALDH9A1,Brain - Breast,-1.694881907,0.230920563,0.760698262
BTF3L4,Brain - Breast,-1.928191323,0.230820774,0.760698262
HSPD1,Brain - Breast,1.532918641,0.230869516,0.760698262
PPP6C,Brain - Breast,-1.945136461,0.230912686,0.760698262
TBCK,Brain - Breast,-2.040429281,0.230543906,0.760698262
C5orf38,Brain - Breast,-1.005720288,0.231265277,0.761132962
INO80B,Brain - Breast,-2.0089347,0.231230677,0.761132962
KPNA3,Brain - Breast,-0.895239558,0.231661558,0.762086641
ZNF500,Brain - Breast,-1.493981736,0.231874038,0.762435085
TGFBR3L,Brain - Breast,-1.650255321,0.23217942,0.762738177
CBX3,Brain - Breast,-0.711103415,0.232095354,0.762738177
BCLAF1,Brain - Breast,0.835440536,0.232954009,0.762828939
HYI,Brain - Breast,-2.272234474,0.232539682,0.762828939
QKI,Brain - Breast,-0.686166196,0.233059967,0.762828939
PNO1,Brain - Breast,-1.364926652,0.232782326,0.762828939
FEM1C,Brain - Breast,-1.627921525,0.232766335,0.762828939
ADO,Brain - Breast,1.651231321,0.23272003,0.762828939
COL27A1,Brain - Breast,2.316934711,0.232586105,0.762828939
CCDC24,Brain - Breast,-1.337759251,0.232917637,0.762828939
RLIM,Brain - Breast,1.869921079,0.233432705,0.76369959
ADAR,Brain - Breast,-0.260774411,0.234010636,0.764177198
MAPK6,Brain - Breast,-1.381397052,0.233836363,0.764177198
VPS26A,Brain - Breast,-1.326015876,0.234112707,0.764177198
EDEM1,Brain - Breast,-1.973211839,0.234017844,0.764177198
NPIPB6,Brain - Breast,0.280167279,0.233887764,0.764177198
STEAP3,Brain - Breast,2.248114096,0.234808123,0.764727949
ARFIP2,Brain - Breast,-1.675300123,0.235216577,0.764727949
TNPO1,Brain - Breast,-1.538285863,0.235127365,0.764727949
MGST2,Brain - Breast,-1.58906089,0.234597819,0.764727949
PSMD3,Brain - Breast,-1.759917866,0.235563997,0.764727949
ATP8B1,Brain - Breast,2.13275527,0.235207537,0.764727949
NXT1,Brain - Breast,-2.111248456,0.2351608,0.764727949
TIMMDC1,Brain - Breast,1.794588903,0.23484801,0.764727949
DCAF16,Brain - Breast,1.594847285,0.234579052,0.764727949
C17orf80,Brain - Breast,1.864122418,0.235362876,0.764727949
HSP90B1,Brain - Breast,-1.35559093,0.235316192,0.764727949
APOBEC3G,Brain - Breast,-1.898243292,0.235463533,0.764727949
CAT,Brain - Breast,-1.995828587,0.235889761,0.765015315
WASHC4,Brain - Breast,-1.456780773,0.235762857,0.765015315
SVBP,Brain - Breast,-1.784551434,0.235973277,0.765015315
TBC1D8,Brain - Breast,2.194521593,0.236140994,0.765112115
TPRKB,Brain - Breast,-1.575343495,0.236217004,0.765112115
NAMPT,Brain - Breast,-1.335254737,0.236448137,0.765514218
TAP1,Brain - Breast,-1.321404281,0.236701779,0.765982324
ZNF776,Brain - Breast,-1.148925744,0.236806834,0.765982324
DCTD,Brain - Breast,-1.859531465,0.236986109,0.766215821
CDC42SE1,Brain - Breast,0.226284329,0.237182114,0.766250085
NFE2L3,Brain - Breast,-1.391418961,0.237317986,0.766250085
SSR1,Brain - Breast,-0.841521911,0.237285161,0.766250085
PNP,Brain - Breast,-1.838950927,0.237990759,0.766520806
SREBF1,Brain - Breast,1.798326277,0.238409655,0.766520806
EHBP1L1,Brain - Breast,-1.445748212,0.238245993,0.766520806
STAT4,Brain - Breast,-2.011634025,0.23847314,0.766520806
TBL1X,Brain - Breast,1.966453655,0.238289655,0.766520806
TOPBP1,Brain - Breast,-1.486241417,0.238102893,0.766520806
SDF4,Brain - Breast,-0.845383996,0.238222349,0.766520806
TNKS1BP1,Brain - Breast,2.102741369,0.238170666,0.766520806
COG3,Brain - Breast,1.787335016,0.238060048,0.766520806
NDUFA3,Brain - Breast,-0.977668972,0.237983234,0.766520806
FUCA1,Brain - Breast,-1.945029731,0.239394695,0.766551061
VGLL4,Brain - Breast,-1.901322044,0.23903486,0.766551061
ARHGAP4,Brain - Breast,-1.765652331,0.23930693,0.766551061
TSPAN5,Brain - Breast,-2.109437415,0.239177188,0.766551061
CDIPT,Brain - Breast,-1.85331246,0.239446768,0.766551061
SMCHD1,Brain - Breast,-1.367445257,0.239019305,0.766551061
PLEKHH3,Brain - Breast,-2.136139597,0.239064811,0.766551061
ARF3,Brain - Breast,1.467930361,0.23913282,0.766551061
PDCD10,Brain - Breast,-1.682297265,0.238736167,0.766551061
IFNAR1,Brain - Breast,-1.150826457,0.240042622,0.767034393
TMEM213,Brain - Breast,0.804275676,0.240061446,0.767034393
PRAC2,Brain - Breast,-2.15105496,0.240301772,0.767034393
CHMP1A,Brain - Breast,-0.998931998,0.239859649,0.767034393
TM9SF3,Brain - Breast,-0.850797255,0.240455366,0.767034393
NDEL1,Brain - Breast,-1.236776987,0.239869365,0.767034393
SLFNL1,Brain - Breast,-0.86445062,0.240417261,0.767034393
NAA10,Brain - Breast,-1.574771272,0.240156623,0.767034393
FCGR3A,Brain - Breast,-0.766643682,0.245205284,0.767149071
TOMM5,Brain - Breast,-1.186971549,0.244458825,0.767149071
PROSER3,Brain - Breast,2.240416842,0.244469341,0.767149071
U2SURP,Brain - Breast,-1.477172811,0.244225635,0.767149071
DERL3,Brain - Breast,-1.980268999,0.245148594,0.767149071
CEP295NL,Brain - Breast,1.60504607,0.242806584,0.767149071
CDC27,Brain - Breast,-1.347678349,0.242559851,0.767149071
MFF,Brain - Breast,-1.258744802,0.24295188,0.767149071
ZCCHC17,Brain - Breast,-2.078190742,0.243551278,0.767149071
CYB561D2,Brain - Breast,-2.054761715,0.244386517,0.767149071
GABBR1,Brain - Breast,1.280002888,0.2433538,0.767149071
RAD51C,Brain - Breast,0.922300836,0.243860183,0.767149071
EIF2S2,Brain - Breast,-0.868498127,0.243628243,0.767149071
GYG1,Brain - Breast,-1.180014535,0.242468407,0.767149071
PLAAT4,Brain - Breast,-1.534272344,0.244598591,0.767149071
PIAS2,Brain - Breast,1.443429127,0.242949592,0.767149071
KLF10,Brain - Breast,-1.68952388,0.244345081,0.767149071
PLTP,Brain - Breast,-1.452733695,0.244801187,0.767149071
SOS2,Brain - Breast,-1.557755312,0.244641666,0.767149071
STRAP,Brain - Breast,-0.879634928,0.241054412,0.767149071
ADCY6,Brain - Breast,1.088098574,0.244284802,0.767149071
CCZ1,Brain - Breast,-1.204827859,0.24187665,0.767149071
SEMA4C,Brain - Breast,2.017847152,0.241765066,0.767149071
RMDN3,Brain - Breast,1.357050315,0.24512751,0.767149071
RIOK2,Brain - Breast,-1.309710353,0.243014051,0.767149071
TRAPPC1,Brain - Breast,0.195153495,0.241655847,0.767149071
TMEM120A,Brain - Breast,-1.48330563,0.244328231,0.767149071
ELOF1,Brain - Breast,1.304030707,0.241822052,0.767149071
CREB3L4,Brain - Breast,2.184217826,0.241185281,0.767149071
DCAF15,Brain - Breast,1.625174014,0.245186037,0.767149071
CYB5A,Brain - Breast,1.151472814,0.243672712,0.767149071
TCEAL8,Brain - Breast,-1.891769168,0.244251768,0.767149071
RDH10,Brain - Breast,2.078364518,0.242771431,0.767149071
SCRIB,Brain - Breast,1.472702118,0.24447392,0.767149071
UROD,Brain - Breast,-1.573171538,0.240894734,0.767149071
CHP1,Brain - Breast,-1.257233884,0.243689313,0.767149071
COPS9,Brain - Breast,-1.184486366,0.241213339,0.767149071
DST,Brain - Breast,1.65085751,0.244462646,0.767149071
H2BC18,Brain - Breast,-1.489540142,0.245208935,0.767149071
KDM4B,Brain - Breast,-0.226584642,0.241168739,0.767149071
LIMS3,Brain - Breast,-1.354514337,0.244099867,0.767149071
SELENOT,Brain - Breast,-0.837746569,0.241527855,0.767149071
TFF1,Brain - Breast,2.521597392,0.242236883,0.767149071
TRAPPC3,Brain - Breast,-1.601150145,0.241150217,0.767149071
LRRC41,Brain - Breast,-2.064005436,0.245346489,0.767243938
PPP1CC,Brain - Breast,-0.971927772,0.245809988,0.767686802
CDC7,Brain - Breast,1.99350486,0.245619693,0.767686802
TBCD,Brain - Breast,-1.542855086,0.245741548,0.767686802
DOC2B,Brain - Breast,-1.853175717,0.247103884,0.768130189
HSPH1,Brain - Breast,1.88719491,0.246311343,0.768130189
PGRMC1,Brain - Breast,-1.662335012,0.247240227,0.768130189
DEF8,Brain - Breast,-1.335585171,0.246781113,0.768130189
VSIG10,Brain - Breast,-1.590352932,0.247010254,0.768130189
RRP36,Brain - Breast,1.814031803,0.246669021,0.768130189
COLEC12,Brain - Breast,-1.952362141,0.24698877,0.768130189
ZFC3H1,Brain - Breast,-1.652381561,0.246458893,0.768130189
MAGI3,Brain - Breast,1.859379132,0.246657684,0.768130189
SRA1,Brain - Breast,-1.609113713,0.246239271,0.768130189
RBM15B,Brain - Breast,-1.719639051,0.246133278,0.768130189
TYMP,Brain - Breast,-0.900635827,0.247190569,0.768130189
H2AX,Brain - Breast,-1.079771625,0.247744,0.768376763
CCDC115,Brain - Breast,-1.698334656,0.247683936,0.768376763
STT3A,Brain - Breast,-1.279581353,0.247444143,0.768376763
LYSMD3,Brain - Breast,-1.273885536,0.247749153,0.768376763
ZNF37A,Brain - Breast,-1.849332643,0.247913544,0.768553469
TIMM17A,Brain - Breast,1.305276926,0.248534113,0.769163541
C11orf58,Brain - Breast,-0.232381313,0.248482338,0.769163541
MRPL24,Brain - Breast,-1.944819114,0.248290279,0.769163541
PSMA1,Brain - Breast,-1.210505842,0.248540336,0.769163541
PSEN1,Brain - Breast,-1.780896458,0.252619721,0.76952613
SLC26A2,Brain - Breast,1.804636692,0.250815724,0.76952613
EMD,Brain - Breast,-1.43589572,0.250692203,0.76952613
IL2RB,Brain - Breast,-2.144074166,0.249457416,0.76952613
PAM,Brain - Breast,-1.54934002,0.253273421,0.76952613
TCEAL9,Brain - Breast,-1.876117525,0.251352793,0.76952613
PRKD2,Brain - Breast,-1.825507516,0.251070934,0.76952613
LDHB,Brain - Breast,-1.369689625,0.252685336,0.76952613
TMEM35B,Brain - Breast,-1.804897734,0.253282186,0.76952613
CCNH,Brain - Breast,-1.793895017,0.252337981,0.76952613
M6PR,Brain - Breast,-0.984322064,0.252883751,0.76952613
SULT1C4,Brain - Breast,-0.588236385,0.252239589,0.76952613
APOF,Brain - Breast,2.010903135,0.252508113,0.76952613
LAMB2,Brain - Breast,1.398609343,0.249522772,0.76952613
MBP,Brain - Breast,-2.033958697,0.252226258,0.76952613
PPP1CA,Brain - Breast,1.360492612,0.252374481,0.76952613
CYTH2,Brain - Breast,1.066613186,0.249494608,0.76952613
KIF3B,Brain - Breast,1.7846648,0.251982883,0.76952613
WFDC2,Brain - Breast,2.36677972,0.250426345,0.76952613
SGK3,Brain - Breast,-1.982410635,0.249028446,0.76952613
EMC2,Brain - Breast,-1.765001243,0.249433832,0.76952613
DELE1,Brain - Breast,-1.330620918,0.249965281,0.76952613
RNF10,Brain - Breast,-1.537044341,0.251780615,0.76952613
ZNF292,Brain - Breast,-1.650660832,0.251602373,0.76952613
SYNM,Brain - Breast,1.807641135,0.248950145,0.76952613
MRPL4,Brain - Breast,-1.586779297,0.25153561,0.76952613
HIKESHI,Brain - Breast,1.813184296,0.250593961,0.76952613
IFT122,Brain - Breast,1.838164436,0.251290499,0.76952613
FEM1A,Brain - Breast,-1.418223312,0.250862851,0.76952613
ZNF696,Brain - Breast,-1.659729799,0.250855902,0.76952613
AIF1L,Brain - Breast,1.893472206,0.253139827,0.76952613
STK40,Brain - Breast,-1.618989134,0.25063555,0.76952613
NAA38,Brain - Breast,-1.285492704,0.249674302,0.76952613
TMEM123,Brain - Breast,-0.822529698,0.250757225,0.76952613
GINM1,Brain - Breast,-1.855593204,0.249698076,0.76952613
ATP2A3,Brain - Breast,-1.425112515,0.253240069,0.76952613
ASNS,Brain - Breast,-1.900363931,0.252343852,0.76952613
BPGM,Brain - Breast,-1.715075423,0.251141902,0.76952613
TTC31,Brain - Breast,-1.141626028,0.250634358,0.76952613
NSFL1C,Brain - Breast,1.799892411,0.252353161,0.76952613
HRAS,Brain - Breast,1.867711668,0.251669071,0.76952613
SCARB2,Brain - Breast,-1.358055428,0.252547677,0.76952613
MT1F,Brain - Breast,-1.909258384,0.253093704,0.76952613
BHLHE41,Brain - Breast,-2.095129953,0.253415536,0.769604481
H2AC16,Brain - Breast,-1.568020512,0.253538668,0.769651749
MRPS36,Brain - Breast,-1.328420621,0.253935268,0.770202139
DTX3,Brain - Breast,1.985071296,0.253848152,0.770202139
EPAS1,Brain - Breast,1.07175041,0.254086372,0.770333894
TPM4,Brain - Breast,0.239736886,0.254580471,0.770610824
NUP160,Brain - Breast,-2.196731669,0.254586437,0.770610824
PRPF40A,Brain - Breast,-1.48329261,0.254608524,0.770610824
OMA1,Brain - Breast,-1.908423228,0.254421852,0.770610824
DAG1,Brain - Breast,-2.079716956,0.25548201,0.772927603
ID2,Brain - Breast,-0.978067334,0.255729043,0.773273034
UBE2L6,Brain - Breast,-1.12628588,0.255814437,0.773273034
PRR13,Brain - Breast,-0.661110768,0.255920412,0.773273034
ZDHHC4,Brain - Breast,-1.151344723,0.256542814,0.774453754
OXSR1,Brain - Breast,-1.537705388,0.256505952,0.774453754
TMED5,Brain - Breast,-1.509149053,0.256719675,0.774453754
H3C7,Brain - Breast,-1.216526429,0.256744137,0.774453754
SLFN11,Brain - Breast,-1.821639431,0.256914293,0.774640441
EPM2AIP1,Brain - Breast,-0.754783042,0.257098008,0.774829399
ZNF785,Brain - Breast,-1.857970274,0.257193546,0.774829399
CPVL,Brain - Breast,-2.122333422,0.257324532,0.774897738
MT1X,Brain - Breast,1.64723565,0.257741223,0.775826021
CDV3,Brain - Breast,-0.998683309,0.257878321,0.775912273
OST4,Brain - Breast,-0.666601762,0.25881316,0.776439481
ACTA2,Brain - Breast,1.382831275,0.258664799,0.776439481
HIPK2,Brain - Breast,-1.820839357,0.258497772,0.776439481
MFSD3,Brain - Breast,1.955674872,0.258294506,0.776439481
CIAO2B,Brain - Breast,-1.49660851,0.25840613,0.776439481
H4C8,Brain - Breast,-1.040774473,0.258281131,0.776439481
ARHGAP11A,Brain - Breast,-2.156527027,0.258794973,0.776439481
LAT,Brain - Breast,-2.127260083,0.259527679,0.777393592
KXD1,Brain - Breast,-1.243485615,0.259565799,0.777393592
NRBP1,Brain - Breast,-1.147548038,0.259504394,0.777393592
USP6NL,Brain - Breast,-1.925625104,0.259386698,0.777393592
ACVR1,Brain - Breast,-1.661387423,0.259783956,0.777439439
PCBP1,Brain - Breast,-0.837157259,0.259798421,0.777439439
MTERF3,Brain - Breast,-1.753334042,0.259994176,0.77769997
ALKBH7,Brain - Breast,-1.415812113,0.260221942,0.777860919
KRT80,Brain - Breast,-2.265265714,0.260265414,0.777860919
ZNF573,Brain - Breast,-2.045004903,0.260708728,0.77788191
AHNAK,Brain - Breast,0.978784261,0.26092475,0.77788191
KAT2B,Brain - Breast,-1.737552718,0.260557421,0.77788191
UGP2,Brain - Breast,-1.082558654,0.26055095,0.77788191
SOWAHC,Brain - Breast,-2.120205466,0.260799532,0.77788191
PSMD11,Brain - Breast,-1.795487298,0.260876298,0.77788191
PSMC1,Brain - Breast,-1.431057639,0.261240566,0.778499064
WASHC3,Brain - Breast,-1.800037224,0.261414587,0.778693327
POLR2A,Brain - Breast,0.93010384,0.261659294,0.778773815
CGB2,Brain - Breast,-1.473481784,0.261562139,0.778773815
SCP2,Brain - Breast,-1.317385249,0.262045719,0.779026412
PPP6R3,Brain - Breast,-1.411125722,0.262304727,0.779026412
USP15,Brain - Breast,-1.888683825,0.262347483,0.779026412
IRF7,Brain - Breast,-1.578764634,0.262397436,0.779026412
TSPAN6,Brain - Breast,1.985387328,0.262225902,0.779026412
TAB2,Brain - Breast,-1.356172382,0.262305965,0.779026412
ANK3,Brain - Breast,2.021154995,0.262780531,0.779437605
ANAPC13,Brain - Breast,-1.798491433,0.263021778,0.779437605
DUSP2,Brain - Breast,-1.506651186,0.263189553,0.779437605
ARFGEF2,Brain - Breast,-1.579650449,0.262757848,0.779437605
ANKHD1,Brain - Breast,-1.482092266,0.263046241,0.779437605
DCAF1,Brain - Breast,-1.722800365,0.263151806,0.779437605
AKIRIN1,Brain - Breast,1.804225957,0.263631605,0.780205384
KDM3B,Brain - Breast,1.629610464,0.263676402,0.780205384
H2BU1,Brain - Breast,-1.990470475,0.263775936,0.780205384
HNRNPUL2,Brain - Breast,-1.053659682,0.263910403,0.780265961
BABAM2,Brain - Breast,-1.222604198,0.26401452,0.780265961
CDC42,Brain - Breast,-0.807259271,0.264632144,0.781065388
ODR4,Brain - Breast,1.900142738,0.265828731,0.781065388
CFB,Brain - Breast,1.97373691,0.265264816,0.781065388
NEK4,Brain - Breast,-1.785218988,0.265880491,0.781065388
SYP,Brain - Breast,-1.396976906,0.264915382,0.781065388
USF2,Brain - Breast,-0.952778707,0.265288643,0.781065388
PAK4,Brain - Breast,1.675105449,0.264851576,0.781065388
RAB10,Brain - Breast,-1.321595783,0.265922472,0.781065388
MINDY1,Brain - Breast,1.822988913,0.26577345,0.781065388
DOCK11,Brain - Breast,-2.022886528,0.265853356,0.781065388
DEGS2,Brain - Breast,-2.030802995,0.264967452,0.781065388
IFI6,Brain - Breast,0.762433315,0.264657642,0.781065388
ITGB1BP1,Brain - Breast,-1.22295949,0.265030897,0.781065388
MFSD10,Brain - Breast,-1.79509786,0.265767737,0.781065388
SPIDR,Brain - Breast,-1.999079409,0.265675257,0.781065388
PAFAH1B1,Brain - Breast,-1.145927731,0.266804141,0.781729579
CTSA,Brain - Breast,-0.945204966,0.266424293,0.781729579
RRP12,Brain - Breast,-1.781170179,0.266776809,0.781729579
LY96,Brain - Breast,-1.589773673,0.266709807,0.781729579
RHPN2,Brain - Breast,-1.277539416,0.266552997,0.781729579
PAM16,Brain - Breast,-1.654931358,0.266499499,0.781729579
PHC3,Brain - Breast,-0.917284839,0.267040023,0.782100437
ERLIN1,Brain - Breast,-2.050417954,0.267231495,0.782340977
RBM33,Brain - Breast,-1.462399278,0.267568499,0.782687086
LCE2D,Brain - Breast,1.881540625,0.267553219,0.782687086
SEPTIN7,Brain - Breast,-0.59294218,0.267679711,0.782692413
EZH2,Brain - Breast,-1.77575247,0.268140367,0.78330155
VPS37C,Brain - Breast,1.669668255,0.268162858,0.78330155
RMND5A,Brain - Breast,-2.174498964,0.268216464,0.78330155
PAIP2,Brain - Breast,-1.382888991,0.269563426,0.784159804
